index,raw_symbol,bin,degray,bits
0,17,17,31,0011111
1,73,73,114,1110010
2,97,97,66,1000010
3,77,77,119,1110111
4,121,121,82,1010010
5,29,29,23,0010111
6,69,69,122,1111010
7,101,101,71,1000111
8,72,72,113,1110001
9,24,24,17,0010001
10,93,93,106,1101010
11,55,55,38,0100110
12,41,41,50,0110010
13,35,35,62,0111110
14,8,8,16,0010000
