#cfo preamble_symbols=7 cfo_int=0 cfo_frac=1.09543e-08 sfo_slope=0
#index best_bin second_bin corrected_bin best_mag second_mag delta
1154 511 512 511 211836 211833 0.499984
1155 512 511 512 424972 424972 -0.5
1156 512 512 512 424972 424972 -0.5
1157 512 511 512 424972 424972 -0.5
1158 512 511 512 424972 424972 -0.5
1159 512 511 512 424972 424972 -0.499999
1160 512 512 512 424972 424972 -0.5
1161 512 511 512 424972 424972 -0.499999
1162 512 519 512 213415 213414 -0.499048
1163 527 528 527 226315 220753 0.47358
1164 527 528 527 208594 202860 0.469375
1165 480 543 480 1683.87 1683.86 -0.0409052
1166 912 913 912 71225.9 57097.4 0.236278
1167 912 913 912 270107 268912 0.495302
1168 631 634 631 174641 174196 0.433882
1169 288 289 288 334674 332578 0.493761
1170 845 844 845 224695 223688 -0.49393
1171 752 753 752 181495 181372 0.49751
1172 509 508 509 188605 187432 -0.483686
1173 308 309 308 316512 315169 0.495766
1174 509 508 509 191287 187764 -0.454811
1175 422 423 422 233116 232192 0.494969
1176 736 737 736 176738 176295 0.487295
1177 396 397 396 250309 246686 0.483596
1178 75 76 75 363141 363116 0.49993
1179 875 874 875 244683 241084 -0.482838
1180 989 990 989 332669 332289 0.498857
1181 251 252 251 363523 363207 0.499115
1182 643 640 643 174280 173750 -0.43808
1183 144 145 145 363172 363172 0.499998
1184 673 676 673 171069 169450 0.457555
1185 470 471 470 205983 204793 0.489997
1186 926 927 926 281859 278104 0.486347
1187 56 57 56 363966 363316 0.498181
1188 984 985 984 328243 327161 0.496712
1189 785 784 785 195614 191568 -0.457517
1190 745 744 745 178949 178940 -0.499783
1191 260 259 260 424977 424967 -0.499975
1192 260 259 260 360251 359787 -0.49868
1193 255 256 255 363656 362087 0.495619
1194 511 512 511 187475 186432 0.484718
1195 767 768 767 187196 186630 0.491518
1196 448 447 448 217697 215897 -0.487998
1197 352 351 352 281602 280168 -0.494735
1198 272 271 272 348649 348643 -0.499981
1199 514 891 514 6.7295e-07 6.19446e-07 -0.0825344
1200 901 86 901 1.02755e-06 6.18661e-07 -0.00257699
1201 166 439 166 6.67034e-07 6.10434e-07 -0.0417413
1202 796 176 796 8.04725e-07 7.3769e-07 0.0120652
1203 723 625 723 8.42838e-07 6.76589e-07 -0.00610485
1204 255 894 255 7.32602e-07 7.19894e-07 -0.0209453
1205 951 161 951 7.18809e-07 6.60021e-07 0.0405495
1206 338 243 338 7.96466e-07 6.60479e-07 -0.0480749
1207 243 472 243 7.14948e-07 6.52885e-07 -0.0770222
1208 84 553 84 5.31278e-07 5.10874e-07 0
1209 244 878 244 8.59059e-07 6.62739e-07 -0.0207451
1210 223 299 223 8.43077e-07 8.20593e-07 0.00170733
1211 92 955 92 8.42636e-07 6.03456e-07 0.00922173
1212 426 278 426 6.72082e-07 6.62792e-07 -0.0168828
1213 913 105 913 7.78082e-07 6.82204e-07 0.0469336
1214 948 530 948 5.96237e-07 5.75168e-07 0.0189467
1215 554 736 554 9.27069e-07 6.30919e-07 -0.0390464
1216 798 709 798 6.22339e-07 5.72894e-07 0
1217 787 311 787 8.38939e-07 7.35012e-07 -0.0762351
1218 255 256 256 61775.5 61775.4 0.499995
1219 256 255 256 424977 424966 -0.49997
1220 256 255 256 424978 424967 -0.499971
1221 256 255 256 424977 424967 -0.499972
1222 256 255 256 424978 424967 -0.499972
1223 256 255 256 424977 424967 -0.499972
1224 256 255 256 424977 424967 -0.499972
1225 256 255 256 424978 424967 -0.499973
1226 256 255 256 362989 362976 -0.499963
1227 263 264 263 356070 355163 0.497416
1228 271 272 271 357532 342170 0.458388
1229 224 287 224 1683.92 1683.84 -0.0408892
1230 287 224 287 1683.93 1683.9 0.0408959
1231 656 657 656 425096 424713 0.498989
1232 377 376 377 424961 424157 -0.497876
1233 33 32 33 426039 423775 -0.494054
1234 589 588 589 423833 423240 -0.498428
1235 497 496 497 424937 424904 -0.499913
1236 253 252 253 425372 424085 -0.496612
1237 53 52 53 425678 424191 -0.496086
1238 252 253 252 425334 424278 0.497217
1239 167 166 167 425250 424651 -0.49842
1240 480 481 480 424516 424316 0.49947
1241 141 140 141 425728 423678 -0.494617
1242 844 843 844 424829 422992 -0.495167
1243 618 619 618 424960 424420 0.498573
1244 734 733 734 425188 424632 -0.498531
1245 1020 1019 1020 425969 423964 -0.494731
1246 386 385 386 423785 422868 -0.497571
1247 913 912 913 425740 423294 -0.493583
1248 419 418 419 424164 423421 -0.498034
1249 215 214 215 425433 424210 -0.496779
1250 671 670 671 424616 423421 -0.496846
1251 825 824 825 425371 424410 -0.497464
1252 728 729 728 425165 424691 0.498749
1253 528 529 528 424772 424700 0.499809
1254 489 488 489 424978 424947 -0.499919
1255 4 3 4 426260 423662 -0.493185
1256 4 4 4 424972 424972 -0.5
1257 0 1023 0 424988 424957 -0.499919
1258 256 255 256 424058 422750 -0.496547
1259 512 511 512 424593 424589 -0.499991
1260 192 191 192 425558 423747 -0.495239
1261 96 95 96 425325 424587 -0.498052
1262 16 15 16 425288 424653 -0.498322
1263 758 86 758 1.00148 1.00122 0.0991587
1264 436 478 436 6.7479e-07 5.72674e-07 0.023414
1265 709 164 709 6.06077e-07 5.96169e-07 -0.00922269
1266 206 25 206 6.82071e-07 6.57336e-07 0.00470446
1267 795 328 795 6.79696e-07 6.38021e-07 -0.0789387
1268 247 1001 247 7.65991e-07 7.14607e-07 0.130509
1269 788 91 788 8.06701e-07 6.6237e-07 -0.027602
1270 645 379 645 5.83898e-07 5.72315e-07 -0.00862235
1271 895 962 895 8.6288e-07 7.22203e-07 0.0646619
1272 805 168 805 1.05502e-06 9.56467e-07 0.0124229
1273 573 84 573 7.28184e-07 7.25323e-07 0.0109373
1274 755 27 755 6.97678e-07 6.49531e-07 0
1275 404 101 404 6.67462e-07 6.44847e-07 0
1276 57 194 57 8.64907e-07 5.46565e-07 -0.0284931
1277 301 309 301 7.57682e-07 5.95062e-07 -0.0101518
1278 561 795 561 8.40297e-07 7.73134e-07 -0.00692769
1279 411 74 411 6.80882e-07 6.39215e-07 -0.018973
1280 276 766 276 6.65861e-07 6.01348e-07 0.0120538
1281 766 880 766 8.01739e-07 7.01655e-07 -0.0191165
1282 366 108 366 8.61992e-07 7.76112e-07 0.0216076
1283 0 1023 1023 424971 424971 -0.5
1284 0 1023 0 424972 424972 -0.499999
1285 1023 0 0 424972 424972 0.499999
1286 0 1023 0 424972 424972 -0.5
1287 0 1023 0 424972 424972 -0.5
1288 0 1023 0 424973 424972 -0.499998
1289 1023 0 0 424972 424972 0.5
1290 0 1023 0 424972 424972 -0.499999
1291 8 7 8 424949 424884 -0.499829
1292 15 16 15 425003 424941 0.499837
1293 992 31 992 1687.77 1679.97 -0.0409306
1294 992 31 992 1683.9 1683.88 -0.0409044
1295 402 399 402 176096 173219 -0.415309
1296 121 120 121 262777 261627 -0.49525
1297 801 800 801 363013 361084 -0.494613
1298 331 334 331 166066 165466 0.491283
1299 240 241 240 193450 192013 0.48346
1300 1021 1020 1021 362689 361187 -0.495798
1301 821 820 821 365216 359312 -0.483788
1302 1020 1021 1020 365558 360539 0.486187
1303 935 934 935 360343 359926 -0.498822
1304 224 225 224 200556 200256 0.497127
1305 909 908 909 363000 361086 -0.494658
1306 588 587 588 221941 221932 -0.499946
1307 361 364 361 173394 173310 0.437216
1308 478 477 478 174488 172763 -0.446907
1309 764 763 764 358871 357693 -0.496677
1310 129 130 129 255811 255749 0.499728
1311 657 656 657 269711 268607 -0.495647
1312 162 163 162 233912 233528 0.497937
1313 983 982 983 362549 361256 -0.49638
1314 413 416 413 173145 171685 0.435229
1315 569 568 569 212622 210160 -0.482221
1316 472 473 472 174964 172953 0.4369
1317 272 273 272 180622 180447 0.496377
1318 232 233 232 198197 194226 0.46119
1319 772 771 772 363151 361858 -0.496384
1320 771 772 772 424978 424966 0.499971
1321 768 767 768 368635 366358 -0.493447
1322 0 1023 0 363384 361818 -0.495626
1323 256 255 256 186826 185027 -0.47399
1324 960 959 960 362941 361099 -0.494857
1325 863 864 863 363279 362153 0.496848
1326 784 783 784 372081 353598 -0.451703
1327 784 783 784 48780.2 48780 -0.499985
1328 1009 236 1009 5.64401e-07 5.21951e-07 0
1329 118 506 118 7.25918e-07 6.75871e-07 -0.00906199
1330 943 951 943 9.0426e-07 5.53533e-07 -0.0238981
1331 885 762 885 6.16504e-07 5.70741e-07 0.0424044
1332 921 168 921 8.89944e-07 7.5918e-07 0.000675436
1333 289 362 289 6.43639e-07 5.06399e-07 0
1334 110 752 110 7.96423e-07 7.77646e-07 -0.0221625
1335 985 728 985 7.66738e-07 6.4734e-07 0.042675
1336 482 35 482 7.74275e-07 7.73996e-07 -0.0245405
1337 906 731 906 8.29745e-07 7.71669e-07 0.0101383
1338 691 371 691 7.33671e-07 6.59364e-07 -0.0971306
1339 925 504 925 7.29983e-07 7.10332e-07 0.00834937
1340 890 973 890 6.79364e-07 6.37269e-07 -0.102529
1341 311 54 311 7.73982e-07 6.03383e-07 0.0324851
1342 439 444 439 7.59842e-07 6.21331e-07 -0.0367092
1343 833 376 833 7.54499e-07 7.10437e-07 -0.0255664
1344 63 278 63 5.92357e-07 5.70012e-07 0
1345 498 755 498 8.28134e-07 7.70546e-07 0.125433
1346 642 180 642 7.50226e-07 7.00781e-07 0.000244907
1347 767 768 768 362278 362272 0.499983
1348 767 768 768 424978 424967 0.499972
1349 767 768 768 424978 424967 0.499971
1350 767 768 768 424978 424967 0.499972
1351 767 768 768 424978 424967 0.499973
1352 767 768 768 424977 424967 0.499973
1353 767 768 768 424977 424967 0.499973
1354 767 768 768 424977 424967 0.499974
1355 775 776 775 362988 362976 0.499967
1356 783 784 783 374135 366274 0.47874
1357 784 783 784 56342 52201.7 -0.379573
1358 736 799 736 1683.89 1683.82 -0.0408975
1359 146 143 146 104161 90147.8 -0.153992
1360 144 145 144 214060 213071 0.494838
1361 545 544 545 213237 211694 -0.491938
1362 545 544 545 172915 172580 -0.497499
1363 76 77 76 213960 213584 0.498034
1364 765 764 765 213313 210503 -0.485355
1365 565 564 565 214514 210258 -0.478208
1366 764 765 764 214662 211592 0.484185
1367 679 678 679 214815 210246 -0.476566
1368 993 992 993 212517 212487 -0.499838
1369 653 652 653 213229 212407 -0.495684
1370 333 330 333 121859 121351 -0.0521487
1371 332 331 332 214566 212805 -0.490895
1372 107 106 107 216549 211237 -0.473374
1373 221 222 221 213573 212996 0.496973
1374 507 898 507 213507 212676 0.493643
1375 899 896 899 95562.2 95501.2 -0.372576
1376 400 401 400 213826 212523 0.493197
1377 727 726 727 214334 210154 -0.478519
1378 728 725 728 133470 132170 0.00836135
1379 158 159 158 213061 211746 0.493137
1380 312 313 312 216687 209063 0.462046
1381 216 217 216 214851 212314 0.486913
1382 16 17 16 213915 213724 0.499002
1383 516 515 516 213352 210962 -0.487535
1384 515 516 516 424973 424972 0.499997
1385 512 511 512 223020 219490 -0.482091
1386 511 768 511 213138 212754 0.495158
1387 0 1023 0 213134 211458 -0.491259
1388 703 1023 703 212743 212739 0.494288
1389 607 608 607 213515 211396 0.489051
1390 528 527 528 218417 206677 -0.442949
1391 528 527 528 192797 192795 -0.499985
1392 129 409 129 8.59165e-07 6.20136e-07 0.0242898
1393 124 1022 124 9.74472e-07 6.13815e-07 0.0626813
1394 856 474 856 7.56001e-07 7.41161e-07 0.0252838
1395 327 508 327 6.33472e-07 5.72771e-07 -0.0647789
1396 455 958 455 1.00624e-06 6.85139e-07 -0.000833203
1397 970 829 970 6.06209e-07 5.85475e-07 0.0453644
1398 525 716 525 8.36648e-07 8.34367e-07 0.00413434
1399 118 108 118 8.45664e-07 5.43341e-07 -0.0144441
1400 850 493 850 7.12431e-07 7.01635e-07 -0.00659952
1401 784 578 784 7.74079e-07 6.39885e-07 -0.0459784
1402 800 561 800 7.85598e-07 7.24087e-07 -0.00155329
1403 800 783 800 6.74826e-07 6.01772e-07 0.0461221
1404 492 714 492 9.11733e-07 7.376e-07 -0.0185634
1405 94 277 94 8.00963e-07 5.99176e-07 -0.0901866
1406 980 683 980 7.56465e-07 7.19401e-07 -0.0180367
1407 864 903 864 8.58621e-07 6.39657e-07 0.0495473
1408 566 616 566 6.3788e-07 6.12339e-07 -0.0168232
1409 121 208 121 6.43361e-07 5.97703e-07 -0.0108008
1410 744 761 744 5.09621e-07 4.65337e-07 0
1411 511 512 511 211836 211832 0.499983
1412 512 511 512 424972 424972 -0.499998
1413 512 511 512 424972 424972 -0.499999
1414 512 511 512 424972 424972 -0.5
1415 511 512 512 424973 424972 0.499999
1416 511 512 512 424972 424972 0.499998
1417 512 511 512 424972 424972 -0.5
1418 512 511 512 424972 424971 -0.499998
1419 512 519 512 213415 213414 -0.499047
1420 527 528 527 226316 220753 0.473581
1421 527 528 527 208594 202860 0.469374
1422 480 543 480 1683.9 1683.86 -0.0409005
1423 912 913 912 71225.9 57097.3 0.236276
1424 912 913 912 270106 268912 0.495303
1425 631 634 631 174642 174196 0.433881
1426 288 289 288 334674 332578 0.493762
1427 845 844 845 224695 223687 -0.493932
1428 752 753 752 181495 181372 0.49751
1429 509 508 509 188605 187433 -0.483693
1430 308 309 308 316512 315169 0.495765
1431 509 508 509 191287 187764 -0.454817
1432 422 423 422 233116 232193 0.494972
1433 736 737 736 176737 176295 0.487284
1434 396 397 396 250309 246686 0.483595
1435 75 76 75 363141 363116 0.49993
1436 875 874 875 244683 241084 -0.482841
1437 989 990 989 332668 332288 0.498858
1438 251 252 251 363523 363207 0.499113
1439 643 640 643 174280 173750 -0.438079
1440 144 145 145 363172 363171 0.499998
1441 673 676 673 171069 169450 0.457556
1442 470 471 470 205983 204793 0.489999
1443 926 927 926 281859 278103 0.486346
1444 56 57 56 363966 363315 0.49818
1445 984 985 984 328243 327161 0.496712
1446 785 784 785 195614 191568 -0.457514
1447 745 744 745 178949 178940 -0.499788
1448 260 259 260 424977 424967 -0.499974
1449 260 259 260 360252 359786 -0.498677
1450 255 256 255 363656 362087 0.49562
1451 511 512 511 187475 186433 0.484722
1452 767 768 767 187196 186630 0.49151
1453 448 447 448 217697 215897 -0.487994
1454 352 351 352 281602 280168 -0.494737
1455 272 271 272 348649 348643 -0.499982
1456 270 859 270 8.75097e-07 7.02407e-07 -0.0756395
1457 269 175 269 6.26567e-07 6.21935e-07 0.0141205
1458 753 956 753 6.04356e-07 5.1601e-07 0.0026524
1459 1017 47 1017 6.63581e-07 6.26883e-07 -0.0488684
1460 391 384 391 6.57713e-07 6.0756e-07 -0.00160496
1461 34 57 34 7.50331e-07 7.29748e-07 -0.081673
1462 607 1000 607 1.00318e-06 9.04046e-07 0.134108
1463 728 783 728 6.12097e-07 5.881e-07 -0.0725839
1464 552 791 552 1.13642e-06 8.69514e-07 -0.0151273
1465 1006 31 1006 7.46713e-07 6.47588e-07 0.0185028
1466 307 436 307 7.13308e-07 5.803e-07 0.01405
1467 297 96 297 1.24232e-06 6.47885e-07 -0.0314031
1468 235 967 235 7.78104e-07 5.84767e-07 0.00602737
1469 155 553 155 8.26536e-07 6.139e-07 -0.00160967
1470 831 302 831 6.94608e-07 6.87798e-07 0
1471 594 604 594 7.27218e-07 6.90197e-07 0.03927
1472 135 311 135 7.30199e-07 7.05557e-07 0.009343
1473 830 385 830 1.05653e-06 8.49396e-07 0.0602977
1474 8 647 8 9.76679e-07 7.81155e-07 -0.00102455
1475 255 256 256 61775.6 61775.4 0.499993
1476 256 255 256 424977 424967 -0.499972
1477 256 255 256 424978 424967 -0.499971
1478 256 255 256 424978 424967 -0.499971
1479 256 255 256 424978 424967 -0.499973
1480 256 255 256 424978 424967 -0.499971
1481 256 255 256 424978 424967 -0.499973
1482 256 255 256 424977 424967 -0.499972
1483 256 255 256 362989 362976 -0.499965
1484 263 264 263 356069 355163 0.497418
1485 271 272 271 357532 342170 0.458388
1486 287 224 287 1683.9 1683.86 0.0409195
1487 287 224 287 1683.92 1683.87 0.0408842
1488 656 657 656 425095 424713 0.498988
1489 377 376 377 424961 424157 -0.497878
1490 33 32 33 426040 423775 -0.494053
1491 589 588 589 423832 423240 -0.498429
1492 497 496 497 424937 424904 -0.499914
1493 253 252 253 425371 424086 -0.496615
1494 53 52 53 425678 424191 -0.496084
1495 252 253 252 425333 424278 0.49722
1496 167 166 167 425250 424651 -0.49842
1497 480 481 480 424516 424316 0.499469
1498 141 140 141 425727 423678 -0.494617
1499 844 843 844 424829 422992 -0.495166
1500 618 619 618 424960 424420 0.498574
1501 734 733 734 425189 424632 -0.498529
1502 1020 1019 1020 425969 423964 -0.49473
1503 386 385 386 423785 422868 -0.497572
1504 913 912 913 425740 423294 -0.493583
1505 419 418 419 424164 423422 -0.498037
1506 215 214 215 425433 424210 -0.496778
1507 671 670 671 424616 423421 -0.496846
1508 825 824 825 425372 424409 -0.497462
1509 728 729 728 425166 424690 0.498744
1510 528 529 528 424771 424699 0.499808
1511 489 488 489 424977 424947 -0.49992
1512 4 3 4 426261 423662 -0.493183
1513 4 4 4 424972 424972 -0.5
1514 0 1023 0 424988 424956 -0.499917
1515 256 255 256 424058 422750 -0.49655
1516 512 511 512 424593 424589 -0.499989
1517 192 191 192 425557 423746 -0.49524
1518 96 95 96 425325 424587 -0.498054
1519 16 15 16 425288 424653 -0.498323
1520 88 265 88 1.00165 1.00148 -0.0473097
1521 163 971 163 7.18527e-07 6.47512e-07 0.0280626
1522 838 690 838 9.35852e-07 7.28733e-07 0.0313
1523 337 666 337 8.26504e-07 5.76184e-07 0.00113495
1524 275 993 275 6.0499e-07 5.9797e-07 0.0346069
1525 23 304 23 6.14011e-07 6.07528e-07 0.0114614
1526 120 707 120 7.035e-07 6.76742e-07 0.0161712
1527 804 835 804 7.21305e-07 7.17082e-07 -0.00728394
1528 755 712 755 7.48087e-07 7.28692e-07 0.00727488
1529 790 797 790 8.29679e-07 6.09757e-07 -0.0626182
1530 536 200 536 6.59762e-07 5.62488e-07 0.0424936
1531 897 620 897 9.89103e-07 7.84479e-07 0.0759008
1532 654 823 654 8.01209e-07 7.48699e-07 -0.000243272
1533 885 757 885 7.45856e-07 6.90028e-07 -0.00110851
1534 839 503 839 7.19851e-07 6.49937e-07 0.000704709
1535 800 483 800 7.99089e-07 5.95879e-07 0.038954
1536 406 264 406 6.74408e-07 6.4378e-07 0
1537 25 902 25 1.00373e-06 6.14427e-07 0.00269431
1538 242 698 242 8.28543e-07 7.55706e-07 0.033064
1539 566 681 566 6.64438e-07 6.44598e-07 -0.00393523
1540 1023 0 0 424971 424971 0.499999
1541 0 1023 0 424972 424972 -0.499999
1542 1023 0 0 424973 424972 0.499998
1543 0 1023 0 424972 424972 -0.499999
1544 0 1023 0 424972 424972 -0.5
1545 1023 0 0 424972 424972 0.5
1546 0 1023 0 424972 424972 -0.499998
1547 1023 0 0 424972 424972 0.499999
1548 8 7 8 424949 424884 -0.499828
1549 15 16 15 425003 424941 0.499837
1550 992 31 992 1687.76 1679.99 -0.0409326
1551 992 31 992 1683.87 1683.86 -0.0409057
1552 402 399 402 176096 173219 -0.415306
1553 121 120 121 262778 261628 -0.495249
1554 801 800 801 363013 361084 -0.494614
1555 331 334 331 166066 165466 0.491282
1556 240 241 240 193450 192013 0.483455
1557 1021 1020 1021 362690 361187 -0.495796
1558 821 820 821 365216 359312 -0.483788
1559 1020 1021 1020 365558 360539 0.486186
1560 935 934 935 360344 359926 -0.498821
1561 224 225 224 200555 200256 0.497125
1562 909 908 909 363000 361086 -0.494658
1563 588 587 588 221941 221932 -0.499942
1564 361 364 361 173394 173310 0.437218
1565 478 477 478 174488 172764 -0.446916
1566 764 763 764 358872 357693 -0.496676
1567 129 130 129 255811 255749 0.49973
1568 657 656 657 269712 268607 -0.495645
1569 162 163 162 233912 233528 0.497937
1570 983 982 983 362549 361256 -0.496379
1571 413 416 413 173144 171686 0.435229
1572 569 568 569 212622 210160 -0.482221
1573 472 473 472 174964 172953 0.436916
1574 272 273 272 180621 180446 0.496374
1575 232 233 232 198197 194226 0.46119
1576 772 771 772 363151 361858 -0.496383
1577 771 772 772 424977 424966 0.499971
1578 768 767 768 368634 366357 -0.493448
1579 0 1023 0 363384 361818 -0.495626
1580 256 255 256 186826 185027 -0.473992
1581 960 959 960 362941 361100 -0.494858
1582 863 864 863 363279 362153 0.496849
1583 784 783 784 372081 353597 -0.451703
1584 784 783 784 48780.3 48779.8 -0.499967
1585 46 589 46 6.86597e-07 5.44537e-07 -0.0350924
1586 724 1001 724 7.24951e-07 6.22783e-07 -0.0278257
1587 951 179 951 7.49536e-07 6.70027e-07 0.011619
1588 822 724 822 1.16356e-06 7.90995e-07 0.00634447
1589 104 743 104 6.49572e-07 5.66611e-07 0
1590 905 291 905 7.34941e-07 5.37215e-07 0.102311
1591 446 853 446 7.78918e-07 7.17474e-07 0.018975
1592 657 47 657 5.40942e-07 5.40288e-07 0.00358713
1593 175 27 175 7.78008e-07 7.2283e-07 -0.0576442
1594 215 252 215 8.39414e-07 6.69609e-07 -0.0369281
1595 167 733 167 6.53681e-07 6.42255e-07 0
1596 861 739 861 7.99401e-07 6.74107e-07 0.0916888
1597 963 406 963 7.93467e-07 7.15693e-07 -0.0115302
1598 318 64 318 8.10534e-07 6.378e-07 -0.166986
1599 460 507 460 6.91419e-07 6.57325e-07 0.123081
1600 467 828 467 8.24778e-07 8.06097e-07 0.0371261
1601 78 948 78 7.29672e-07 6.90951e-07 0.0309159
1602 904 634 904 7.53388e-07 6.73352e-07 -0.0557585
1603 56 623 56 6.84714e-07 6.29335e-07 0.00781573
1604 767 768 768 362277 362272 0.499984
1605 767 768 768 424977 424967 0.499973
1606 767 768 768 424978 424967 0.499973
1607 767 768 768 424978 424967 0.49997
1608 767 768 768 424978 424967 0.49997
1609 767 768 768 424977 424967 0.499971
1610 767 768 768 424977 424967 0.499973
1611 767 768 768 424977 424966 0.499971
1612 775 776 775 362987 362976 0.499967
1613 783 784 783 374135 366273 0.47874
1614 784 783 784 56342 52201.6 -0.379571
1615 736 799 736 1683.91 1683.81 -0.0408828
1616 146 143 146 104162 90147.8 -0.153993
1617 144 145 144 214060 213070 0.494836
1618 545 544 545 213237 211694 -0.491937
1619 545 544 545 172915 172581 -0.497504
1620 76 77 76 213959 213584 0.498034
1621 765 764 765 213313 210502 -0.48535
1622 565 564 565 214514 210258 -0.47821
1623 764 765 764 214662 211592 0.484187
1624 679 678 679 214815 210246 -0.476568
1625 993 992 993 212517 212486 -0.499837
1626 653 652 653 213229 212407 -0.495687
1627 333 330 333 121859 121351 -0.0521476
1628 332 331 332 214566 212805 -0.490895
1629 107 106 107 216549 211238 -0.473376
1630 221 222 221 213573 212996 0.496976
1631 507 898 507 213507 212676 0.493643
1632 899 896 899 95562 95501 -0.372577
1633 400 401 400 213826 212523 0.4932
1634 727 726 727 214334 210155 -0.478521
1635 728 725 728 133470 132170 0.00836123
1636 158 159 158 213061 211746 0.493135
1637 312 313 312 216687 209063 0.462046
1638 216 217 216 214850 212314 0.486914
1639 16 17 16 213915 213725 0.499003
1640 516 515 516 213352 210963 -0.487538
1641 516 516 516 424972 424972 -0.5
1642 512 511 512 223020 219489 -0.482092
1643 511 768 511 213138 212754 0.49516
1644 0 1023 0 213134 211458 -0.491261
1645 703 1023 703 212742 212739 0.494286
1646 607 608 607 213515 211396 0.489052
1647 528 527 528 218418 206678 -0.44295
1648 528 527 528 192797 192794 -0.499982
1649 830 231 830 5.87222e-07 5.73162e-07 0
1650 916 721 916 7.79979e-07 6.614e-07 0.0356952
1651 242 930 242 6.74624e-07 6.70184e-07 0.00240971
1652 118 713 118 8.36669e-07 7.96472e-07 0.0049102
1653 586 506 586 7.34943e-07 6.70498e-07 -0.00493379
1654 82 32 82 6.47683e-07 5.90689e-07 0.0305411
1655 653 61 653 7.69372e-07 6.48282e-07 0.0149124
1656 303 288 303 7.40026e-07 6.74695e-07 -0.0066179
1657 62 71 62 7.59186e-07 7.54176e-07 -0.0263192
1658 969 952 969 1.05236e-06 7.2674e-07 -0.0144027
1659 86 426 86 7.10274e-07 6.72752e-07 -0.0587915
1660 167 413 167 1.01392e-06 8.55061e-07 0.0686975
1661 21 556 21 6.76591e-07 6.3876e-07 -0.0092321
1662 103 348 103 7.43772e-07 6.94999e-07 0.0177011
1663 105 231 105 7.26925e-07 7.17112e-07 -0.0230602
1664 699 935 699 1.04899e-06 8.54071e-07 0.0038477
1665 496 725 496 9.9074e-07 8.9964e-07 -0.0369893
1666 984 18 984 8.37605e-07 8.29028e-07 -0.0154866
1667 478 713 478 8.00812e-07 7.21092e-07 0.0217223
1668 511 512 511 211836 211832 0.499983
1669 512 512 512 424972 424972 -0.5
1670 512 511 512 424972 424972 -0.499999
1671 512 511 512 424973 424972 -0.499999
1672 512 512 512 424972 424972 -0.5
1673 511 512 512 424973 424972 0.499998
1674 512 512 512 424972 424972 -0.5
1675 511 512 512 424973 424972 0.499998
1676 512 519 512 213415 213414 -0.499048
1677 527 528 527 226316 220753 0.473577
1678 527 528 527 208594 202860 0.469372
1679 480 543 480 1683.89 1683.87 -0.0409094
1680 912 913 912 71225.8 57097.5 0.23628
1681 912 913 912 270107 268912 0.495304
1682 631 634 631 174641 174196 0.433884
1683 288 289 288 334675 332578 0.49376
1684 845 844 845 224695 223687 -0.493932
1685 752 753 752 181495 181372 0.497518
1686 509 508 509 188605 187433 -0.483696
1687 308 309 308 316512 315169 0.495766
1688 509 508 509 191287 187764 -0.454808
1689 422 423 422 233116 232193 0.494973
1690 736 737 736 176737 176295 0.487296
1691 396 397 396 250309 246686 0.483594
1692 75 76 75 363141 363117 0.499931
1693 875 874 875 244682 241084 -0.482844
1694 989 990 989 332669 332289 0.498857
1695 251 252 251 363523 363207 0.499115
1696 643 640 643 174280 173750 -0.438079
1697 145 144 145 363172 363172 -0.5
1698 673 676 673 171069 169450 0.457556
1699 470 471 470 205983 204793 0.489996
1700 926 927 926 281859 278104 0.486349
1701 56 57 56 363966 363316 0.498181
1702 984 985 984 328243 327161 0.496712
1703 785 784 785 195615 191567 -0.457503
1704 745 744 745 178948 178940 -0.499799
1705 260 259 260 424977 424967 -0.499973
1706 260 259 260 360252 359787 -0.498679
1707 255 256 255 363656 362087 0.495619
1708 511 512 511 187475 186432 0.484722
1709 767 768 767 187196 186630 0.491515
1710 448 447 448 217697 215897 -0.487992
1711 352 351 352 281602 280168 -0.494737
1712 272 271 272 348649 348643 -0.499982
1713 609 556 609 7.85227e-07 7.43242e-07 -0.00884775
1714 450 241 450 6.65991e-07 6.40387e-07 -0.0362051
1715 213 144 213 7.74763e-07 7.50849e-07 0.0278817
1716 120 340 120 7.42879e-07 5.81012e-07 0.0438476
1717 869 282 869 7.49818e-07 6.77067e-07 -0.095753
1718 579 600 579 5.76622e-07 5.65941e-07 0.026496
1719 226 523 226 6.9292e-07 6.92007e-07 0.0142441
1720 870 825 870 8.42224e-07 7.74252e-07 -0.0122978
1721 907 977 907 6.82158e-07 5.69173e-07 -0.0292457
1722 951 840 951 6.26572e-07 5.7827e-07 0
1723 769 1005 769 8.34415e-07 6.14899e-07 0.0100827
1724 216 980 216 8.2711e-07 7.75434e-07 0.0110804
1725 479 55 479 6.87899e-07 6.52337e-07 -0.00322459
1726 548 225 548 8.72234e-07 7.11116e-07 0.000309993
1727 152 292 152 9.74559e-07 8.02369e-07 0.0418348
1728 204 35 204 6.65595e-07 6.14824e-07 0.0368922
1729 714 391 714 7.94947e-07 7.00152e-07 0.00122736
1730 262 820 262 8.49769e-07 6.18883e-07 -0.0171433
1731 459 99 459 7.41186e-07 5.93289e-07 -0.110696
1732 255 256 255 61775.6 61775.3 0.49999
1733 256 255 256 424977 424967 -0.499973
1734 256 255 256 424977 424967 -0.499973
1735 256 255 256 424978 424967 -0.49997
1736 256 255 256 424978 424967 -0.499972
