#cfo preamble_symbols=7 cfo_int=0 cfo_frac=1.09543e-08 sfo_slope=0
#index best_bin second_bin corrected_bin best_mag second_mag delta
2529 734 733 734 425188 424631 -0.498529
2530 1020 1019 1020 425969 423964 -0.494729
2531 386 385 386 423786 422868 -0.497571
2532 913 912 913 425740 423294 -0.493581
2533 419 418 419 424164 423422 -0.498036
2534 215 214 215 425433 424210 -0.496777
2535 671 670 671 424616 423421 -0.496847
2536 825 824 825 425371 424410 -0.497464
2537 728 729 728 425165 424691 0.498748
2538 528 529 528 424771 424699 0.49981
2539 489 488 489 424977 424947 -0.49992
2540 4 3 4 426260 423662 -0.493184
2541 4 4 4 424972 424972 -0.5
2542 0 1023 0 424988 424957 -0.499918
2543 256 255 256 424058 422750 -0.496549
2544 512 511 512 424593 424589 -0.49999
2545 192 191 192 425558 423746 -0.495239
2546 96 95 96 425325 424587 -0.49805
2547 16 15 16 425288 424653 -0.498323
2548 317 190 317 1.00139 1.00124 0.0466178
2549 198 722 198 6.11114e-07 6.10711e-07 -0.0039829
2550 77 763 77 6.297e-07 5.80086e-07 6.41656e-05
2551 940 214 940 7.95104e-07 7.39928e-07 -0.0870422
2552 606 600 606 7.05713e-07 5.65194e-07 0.0265359
2553 742 949 742 7.83146e-07 6.26548e-07 0.00791194
2554 402 719 402 9.29021e-07 7.16344e-07 0.0273791
2555 567 305 567 6.89812e-07 5.08365e-07 -0.0484754
2556 820 884 820 6.91217e-07 5.88464e-07 0.00321851
2557 550 587 550 7.87746e-07 7.09375e-07 -0.00884671
2558 157 146 157 8.39035e-07 5.99967e-07 0.00219286
2559 648 573 648 6.65729e-07 6.09483e-07 0.0345262
2560 132 310 132 6.05765e-07 5.63436e-07 0
2561 656 210 656 7.2037e-07 6.1915e-07 -0.00494974
2562 899 396 899 7.91379e-07 7.5974e-07 -0.0941076
2563 590 8 590 7.97658e-07 5.94958e-07 0.000760007
2564 980 731 980 7.26623e-07 6.48529e-07 0.0269051
2565 1023 732 1023 5.86249e-07 5.78588e-07 0.0382089
2566 983 231 983 1.16016e-06 7.70604e-07 0.000723338
2567 499 677 499 1.11489e-06 8.51486e-07 0.00462504
2568 0 1023 0 424972 424971 -0.499998
2569 1023 0 0 424972 424972 0.499999
2570 1023 0 0 424973 424972 0.499997
2571 0 1023 0 424972 424972 -0.5
2572 0 1023 0 424973 424972 -0.5
2573 0 1023 0 424973 424971 -0.499997
2574 1023 0 0 424972 424972 0.5
2575 1023 0 0 424972 424972 0.499998
2576 8 7 8 424949 424883 -0.499825
2577 15 16 15 425002 424942 0.49984
2578 992 31 992 1687.76 1679.98 -0.0409324
2579 992 31 992 1683.89 1683.85 -0.0409085
2580 402 399 402 176095 173219 -0.415307
2581 121 120 121 262777 261628 -0.495253
2582 801 800 801 363013 361084 -0.494613
2583 331 334 331 166066 165466 0.49128
2584 240 241 240 193451 192013 0.483454
2585 1021 1020 1021 362689 361187 -0.495798
2586 821 820 821 365215 359312 -0.48379
2587 1020 1021 1020 365558 360540 0.486187
2588 935 934 935 360344 359925 -0.49882
2589 224 225 224 200556 200256 0.497123
2590 909 908 909 363000 361087 -0.494659
2591 588 587 588 221941 221931 -0.49994
2592 361 364 361 173394 173310 0.437219
2593 478 477 478 174488 172763 -0.446916
2594 764 763 764 358872 357693 -0.496675
2595 129 130 129 255811 255749 0.499729
2596 657 656 657 269711 268606 -0.495647
2597 162 163 162 233912 233528 0.497938
2598 983 982 983 362549 361256 -0.49638
2599 413 416 413 173145 171685 0.435228
2600 569 568 569 212622 210160 -0.482224
2601 472 473 472 174964 172953 0.43691
2602 272 273 272 180621 180447 0.496384
2603 232 233 232 198197 194226 0.461186
2604 772 771 772 363151 361858 -0.496383
2605 771 772 772 424977 424967 0.499971
2606 768 767 768 368635 366357 -0.493446
2607 0 1023 0 363384 361818 -0.495626
2608 256 255 256 186826 185027 -0.474001
2609 960 959 960 362941 361099 -0.494856
2610 863 864 863 363279 362153 0.496849
2611 784 783 784 372081 353598 -0.451703
2612 784 783 784 48780.1 48780 -0.499992
2613 111 552 111 1.01295e-06 7.5485e-07 0.0253728
2614 677 445 677 7.79866e-07 6.09021e-07 0.0142386
2615 516 865 516 7.28805e-07 6.33069e-07 -0.0693932
2616 540 631 540 5.88762e-07 5.12471e-07 0.0669743
2617 175 777 175 5.2488e-07 4.96968e-07 0
2618 413 866 413 1.05787e-06 7.69678e-07 -0.0218916
2619 397 806 397 7.0115e-07 6.50216e-07 0
2620 354 401 354 7.38722e-07 6.83342e-07 -0.0741326
2621 215 308 215 7.23878e-07 5.94438e-07 -0.0328126
2622 985 968 985 6.66939e-07 6.65103e-07 0.00406867
2623 996 184 996 7.84499e-07 7.19083e-07 -0.016503
2624 611 472 611 8.39288e-07 6.75509e-07 0.0332757
2625 128 754 128 7.92614e-07 5.79898e-07 -0.0757725
2626 6 632 6 7.87209e-07 7.01381e-07 -0.058335
2627 758 466 758 7.23509e-07 5.74021e-07 -0.0526814
2628 806 66 806 8.84025e-07 7.5346e-07 0.00270964
2629 896 594 896 7.04639e-07 6.5222e-07 0.0100716
2630 964 81 964 5.48645e-07 5.42775e-07 0
2631 1008 730 1008 6.90868e-07 6.26017e-07 0.0585697
2632 767 768 768 362278 362271 0.499982
2633 767 768 768 424978 424967 0.499973
2634 767 768 768 424978 424967 0.499971
2635 767 768 768 424978 424967 0.499971
2636 767 768 768 424978 424967 0.49997
2637 767 768 768 424977 424967 0.499972
2638 767 768 768 424977 424967 0.499973
2639 767 768 768 424978 424966 0.49997
2640 775 776 775 362988 362976 0.499966
2641 783 784 783 374135 366273 0.478739
2642 784 783 784 56342.1 52201.6 -0.379569
2643 736 799 736 1683.9 1683.78 -0.0408797
2644 146 143 146 104161 90147.9 -0.153992
2645 144 145 144 214060 213070 0.494834
2646 545 544 545 213237 211694 -0.491939
2647 545 544 545 172915 172581 -0.497499
2648 76 77 76 213960 213584 0.498033
2649 765 764 765 213313 210502 -0.485354
2650 565 564 565 214514 210258 -0.47821
2651 764 765 764 214662 211592 0.484188
2652 679 678 679 214816 210246 -0.476565
2653 993 992 993 212517 212486 -0.499835
2654 653 652 653 213229 212407 -0.495684
2655 333 330 333 121859 121352 -0.0521479
2656 332 331 332 214565 212805 -0.490894
2657 107 106 107 216549 211237 -0.473373
2658 221 222 221 213573 212996 0.496972
2659 507 898 507 213507 212677 0.493643
2660 899 896 899 95562.1 95501.3 -0.372583
2661 400 401 400 213827 212523 0.493196
2662 727 726 727 214333 210155 -0.478523
2663 728 725 728 133470 132171 0.0083611
2664 158 159 158 213061 211746 0.493135
2665 312 313 312 216687 209063 0.462046
2666 216 217 216 214850 212314 0.486916
2667 16 17 16 213915 213724 0.499
2668 516 515 516 213352 210962 -0.487536
2669 515 516 516 424973 424972 0.499997
2670 512 511 512 223020 219490 -0.482094
2671 511 768 511 213138 212754 0.495158
2672 0 1023 0 213134 211458 -0.491261
2673 703 1023 703 212742 212739 0.49429
2674 607 608 607 213515 211396 0.489051
2675 528 527 528 218418 206678 -0.442951
2676 528 527 528 192797 192795 -0.499984
2677 292 946 292 1.4097e-06 9.51352e-07 -0.0216157
2678 350 955 350 7.79081e-07 6.5769e-07 0.0146528
2679 16 72 16 5.38931e-07 5.1417e-07 0
2680 807 777 807 7.18026e-07 5.81389e-07 0.068033
2681 117 419 117 8.04416e-07 6.06428e-07 0.0317658
2682 386 479 386 7.46344e-07 6.00244e-07 0.0134633
2683 653 118 653 7.22234e-07 6.57491e-07 -0.0600552
2684 0 614 0 8.64321e-07 7.98843e-07 0.0168327
2685 238 87 238 5.773e-07 5.6081e-07 0
2686 841 846 841 9.27732e-07 8.34579e-07 0.0253057
2687 809 53 809 6.9877e-07 6.68627e-07 0.118268
2688 327 52 327 8.25464e-07 6.52652e-07 0.077328
2689 766 424 766 6.9234e-07 6.53963e-07 0
2690 659 298 659 6.88005e-07 6.70249e-07 0.00451962
2691 228 761 228 6.22212e-07 6.04437e-07 0
2692 431 145 431 7.56518e-07 7.50073e-07 -0.0751792
2693 754 447 754 7.1919e-07 7.07895e-07 -0.0484404
2694 211 387 211 9.76758e-07 8.48184e-07 -0.020368
2695 616 276 616 7.31455e-07 6.02729e-07 0.0146036
2696 511 512 511 211836 211832 0.499983
2697 512 511 512 424972 424972 -0.499999
2698 512 511 512 424973 424972 -0.499999
2699 512 512 512 424972 424972 -0.5
2700 512 511 512 424972 424972 -0.499998
2701 512 511 512 424972 424972 -0.5
2702 512 511 512 424973 424972 -0.499998
2703 512 511 512 424972 424972 -0.499999
2704 512 519 512 213415 213415 -0.499048
2705 527 528 527 226316 220753 0.473577
2706 527 528 527 208594 202860 0.469373
2707 480 543 480 1683.89 1683.88 -0.0409038
2708 912 913 912 71225.8 57097.5 0.236279
2709 912 913 912 270106 268913 0.495307
2710 631 634 631 174642 174196 0.433882
2711 288 289 288 334674 332577 0.49376
2712 845 844 845 224695 223687 -0.493934
2713 752 753 752 181495 181372 0.497514
2714 509 508 509 188605 187433 -0.48369
2715 308 309 308 316512 315169 0.495766
2716 509 508 509 191287 187764 -0.454811
2717 422 423 422 233115 232193 0.494972
2718 736 737 736 176738 176295 0.487276
2719 396 397 396 250309 246686 0.483594
2720 75 76 75 363141 363116 0.49993
2721 875 874 875 244683 241084 -0.482841
2722 989 990 989 332668 332289 0.498859
2723 251 252 251 363523 363207 0.499116
2724 643 640 643 174279 173750 -0.438082
2725 144 145 145 363172 363171 0.499996
2726 673 676 673 171069 169450 0.457557
2727 470 471 470 205983 204793 0.489999
2728 926 927 926 281859 278103 0.486346
2729 56 57 56 363965 363316 0.498184
2730 984 985 984 328243 327161 0.49671
2731 785 784 785 195614 191567 -0.457509
2732 745 744 745 178948 178940 -0.499796
2733 260 259 260 424977 424967 -0.499976
2734 260 259 260 360251 359786 -0.498677
2735 255 256 255 363656 362087 0.49562
2736 511 512 511 187475 186432 0.484724
2737 767 768 767 187196 186630 0.491521
2738 448 447 448 217698 215897 -0.487992
2739 352 351 352 281603 280168 -0.494736
2740 272 271 272 348650 348643 -0.49998
2741 415 445 415 7.96312e-07 7.27237e-07 -0.0186277
2742 1019 368 1019 9.23027e-07 7.4999e-07 -0.00579447
2743 261 642 261 7.26168e-07 7.02408e-07 -0.0214312
2744 950 144 950 7.76662e-07 6.35936e-07 0.0582709
2745 100 221 100 6.13318e-07 5.28434e-07 0.0382565
2746 845 300 845 6.43141e-07 6.32991e-07 0.0254757
2747 464 648 464 9.39838e-07 8.43464e-07 0.0439434
2748 640 873 640 6.6973e-07 6.67549e-07 0.106196
2749 835 849 835 5.4174e-07 5.40558e-07 -0.0342471
2750 405 580 405 7.31775e-07 6.2573e-07 0.0616145
2751 935 802 935 1.04166e-06 8.91685e-07 0.0911367
2752 670 992 670 7.90138e-07 7.77734e-07 -0.0160441
2753 419 304 419 9.69299e-07 9.41323e-07 -0.0216614
2754 1009 407 1009 6.41753e-07 6.22622e-07 -0.0701639
2755 203 601 203 6.1192e-07 5.90283e-07 0.0466083
2756 594 143 594 8.03642e-07 7.811e-07 0.00294616
2757 87 424 87 7.6088e-07 6.97461e-07 -0.011362
2758 834 460 834 1.00076e-06 6.15241e-07 -0.0137558
2759 949 928 949 7.05425e-07 6.94528e-07 -0.00979443
2760 255 256 256 61775.5 61775.4 0.499994
2761 256 255 256 424978 424967 -0.499972
2762 256 255 256 424978 424967 -0.49997
2763 256 255 256 424978 424966 -0.499971
2764 256 255 256 424978 424967 -0.499972
2765 256 255 256 424978 424967 -0.499973
2766 256 255 256 424977 424967 -0.499973
2767 256 255 256 424978 424967 -0.499971
2768 256 255 256 362989 362975 -0.499963
2769 263 264 263 356070 355163 0.497415
2770 271 272 271 357532 342170 0.458388
2771 224 287 224 1683.9 1683.89 -0.0408941
2772 287 224 287 1683.9 1683.89 0.0409037
2773 656 657 656 425095 424712 0.498987
2774 377 376 377 424961 424157 -0.497877
2775 33 32 33 426039 423775 -0.494053
2776 589 588 589 423833 423239 -0.498427
2777 497 496 497 424937 424905 -0.499915
2778 253 252 253 425372 424086 -0.496612
2779 53 52 53 425678 424191 -0.496086
2780 252 253 252 425333 424279 0.49722
2781 167 166 167 425250 424650 -0.498417
2782 480 481 480 424516 424316 0.499471
2783 141 140 141 425728 423678 -0.494615
2784 844 843 844 424829 422992 -0.495168
2785 618 619 618 424960 424420 0.498573
2786 734 733 734 425188 424632 -0.498529
2787 1020 1019 1020 425968 423964 -0.494731
2788 386 385 386 423784 422868 -0.497574
2789 913 912 913 425740 423294 -0.493582
2790 419 418 419 424164 423422 -0.498036
2791 215 214 215 425433 424210 -0.496779
2792 671 670 671 424616 423421 -0.496848
2793 825 824 825 425372 424409 -0.497463
2794 728 729 728 425165 424691 0.498748
2795 528 529 528 424771 424700 0.499811
2796 489 488 489 424978 424948 -0.49992
2797 4 3 4 426261 423662 -0.493182
2798 3 4 3 424973 424972 0.499999
2799 0 1023 0 424988 424957 -0.499918
2800 256 255 256 424058 422751 -0.49655
2801 512 511 512 424593 424588 -0.499988
2802 192 191 192 425557 423747 -0.495242
2803 96 95 96 425325 424588 -0.498052
2804 16 15 16 425288 424653 -0.498322
2805 236 544 236 1.00133 1.00131 -0.000402206
2806 158 183 158 1.04846e-06 6.78989e-07 -0.0110417
2807 770 453 770 8.19687e-07 6.74393e-07 -0.139122
2808 658 804 658 7.65049e-07 7.53124e-07 0.0276659
2809 596 186 596 7.88362e-07 7.61503e-07 0.0392656
2810 713 493 713 8.22824e-07 7.06788e-07 -0.0354997
2811 271 563 271 6.80405e-07 6.49132e-07 -0.00776268
2812 632 14 632 5.48677e-07 5.46996e-07 0
2813 452 959 452 7.02366e-07 6.16151e-07 -0.0454461
2814 756 280 756 6.70581e-07 5.51596e-07 0.0107441
2815 728 216 728 7.32814e-07 6.80602e-07 -0.0120747
2816 713 690 713 7.62607e-07 6.93862e-07 -0.129303
2817 653 967 653 6.89452e-07 5.33048e-07 0.00530419
2818 11 482 11 6.89089e-07 6.25732e-07 -0.0794866
2819 153 569 153 7.20809e-07 6.24904e-07 0.0345748
2820 296 1023 296 7.24449e-07 7.1155e-07 0.0354462
2821 930 224 930 8.46144e-07 7.30436e-07 0.160099
2822 674 678 674 6.34997e-07 5.84031e-07 0.00344012
2823 49 574 49 6.54219e-07 5.73439e-07 0.0150734
2824 317 888 317 7.60196e-07 6.5663e-07 0.00878158
2825 1023 0 0 424971 424971 0.499999
2826 0 1023 0 424972 424972 -0.499999
2827 0 1023 0 424973 424972 -0.499999
2828 0 1023 0 424972 424972 -0.499999
2829 1023 0 0 424972 424972 0.5
2830 0 1023 0 424972 424972 -0.5
2831 1023 0 0 424972 424972 0.499999
2832 0 1023 0 424972 424972 -0.5
2833 8 7 8 424950 424883 -0.499824
2834 15 16 15 425002 424941 0.499839
2835 992 31 992 1687.74 1679.98 -0.0409333
2836 992 31 992 1683.92 1683.88 -0.0408852
2837 402 399 402 176096 173219 -0.415308
2838 121 120 121 262777 261628 -0.495252
2839 801 800 801 363013 361084 -0.494615
2840 331 334 331 166066 165466 0.491284
2841 240 241 240 193451 192013 0.483451
2842 1021 1020 1021 362690 361187 -0.495796
2843 821 820 821 365216 359311 -0.483788
2844 1020 1021 1020 365558 360540 0.486189
2845 935 934 935 360344 359926 -0.498822
2846 224 225 224 200556 200256 0.497125
2847 909 908 909 363000 361086 -0.494658
2848 588 587 588 221940 221932 -0.499945
2849 361 364 361 173394 173310 0.437218
2850 478 477 478 174488 172764 -0.446898
2851 764 763 764 358872 357694 -0.496676
2852 129 130 129 255811 255749 0.499727
2853 657 656 657 269711 268606 -0.495647
2854 162 163 162 233912 233528 0.497937
2855 983 982 983 362549 361256 -0.496382
2856 413 416 413 173145 171686 0.435228
2857 569 568 569 212622 210160 -0.482221
2858 472 473 472 174964 172953 0.436906
2859 272 273 272 180622 180446 0.496376
2860 232 233 232 198197 194226 0.461191
2861 772 771 772 363151 361858 -0.496384
2862 771 772 772 424977 424967 0.499973
2863 768 767 768 368635 366358 -0.493448
2864 0 1023 0 363385 361818 -0.495626
2865 256 255 256 186826 185027 -0.473997
2866 960 959 960 362941 361100 -0.494858
2867 863 864 863 363279 362154 0.496851
2868 784 783 784 372081 353597 -0.451702
2869 784 783 784 48780.3 48780 -0.499976
2870 854 547 854 6.61452e-07 6.30456e-07 -0.0111608
2871 755 64 755 7.27509e-07 6.87677e-07 0.0258598
2872 394 466 394 6.25544e-07 5.94631e-07 0
2873 1013 31 1013 8.50246e-07 8.0808e-07 0.0037345
2874 385 383 385 9.2903e-07 7.66321e-07 0.0311429
2875 965 882 965 8.61666e-07 7.37474e-07 0.00596322
2876 62 648 62 6.87689e-07 6.08235e-07 0
2877 457 0 457 6.54824e-07 6.51558e-07 -0.0427403
2878 756 558 756 7.45923e-07 7.38993e-07 -0.0263194
2879 554 526 554 8.97386e-07 7.23492e-07 -0.0156901
2880 499 916 499 6.57957e-07 6.34732e-07 0.010703
2881 303 711 303 1.01163e-06 8.50678e-07 0.0407222
2882 526 587 526 7.05746e-07 5.29732e-07 0.135059
2883 135 79 135 8.25365e-07 6.90228e-07 0.0751595
2884 828 764 828 7.18769e-07 6.17431e-07 0.0276759
2885 222 918 222 6.1619e-07 6.15848e-07 0
2886 793 377 793 5.48562e-07 5.26645e-07 0
2887 1013 587 1013 1.00568e-06 7.15353e-07 -0.0110181
2888 4 736 4 8.85249e-07 6.89905e-07 0.0534143
2889 767 768 768 362278 362272 0.499983
2890 767 768 767 424978 424966 0.499969
2891 767 768 768 424977 424967 0.499974
2892 767 768 768 424978 424967 0.499972
2893 767 768 768 424978 424967 0.499971
2894 767 768 768 424978 424967 0.499971
2895 767 768 768 424978 424967 0.499971
2896 767 768 768 424978 424967 0.499973
2897 775 776 775 362988 362976 0.499966
2898 783 784 783 374135 366273 0.478739
2899 784 783 784 56342.1 52201.6 -0.37957
2900 736 799 736 1683.93 1683.79 -0.0408971
2901 146 143 146 104161 90147.5 -0.153993
2902 144 145 144 214060 213070 0.494837
2903 545 544 545 213237 211694 -0.491939
2904 545 544 545 172915 172581 -0.497503
2905 76 77 76 213960 213584 0.498029
2906 765 764 765 213313 210503 -0.485354
2907 565 564 565 214514 210258 -0.478211
2908 764 765 764 214662 211591 0.484186
2909 679 678 679 214816 210247 -0.476566
2910 993 992 993 212517 212486 -0.499837
2911 653 652 653 213229 212407 -0.495687
2912 333 330 333 121859 121351 -0.0521479
2913 332 331 332 214566 212805 -0.490896
2914 107 106 107 216549 211237 -0.473375
2915 221 222 221 213573 212996 0.496973
2916 507 898 507 213507 212677 0.493645
2917 899 896 899 95562.1 95501.3 -0.372578
2918 400 401 400 213826 212523 0.493197
2919 727 726 727 214333 210155 -0.478522
2920 728 725 728 133469 132170 0.0083616
2921 158 159 158 213061 211745 0.49313
2922 312 313 312 216687 209063 0.462048
2923 216 217 216 214850 212314 0.486914
2924 16 17 16 213915 213724 0.499002
2925 516 515 516 213352 210963 -0.487537
2926 515 516 516 424972 424971 0.499997
2927 512 511 512 223020 219490 -0.482093
2928 511 768 511 213138 212754 0.495158
2929 0 1023 0 213134 211458 -0.491259
2930 703 1023 703 212742 212739 0.494286
2931 607 608 607 213514 211396 0.489053
2932 528 527 528 218418 206678 -0.44295
2933 528 527 528 192797 192795 -0.499985
2934 628 186 628 7.69584e-07 5.97273e-07 -0.00519687
2935 206 227 206 7.06566e-07 6.57003e-07 -0.0267002
2936 192 917 192 9.37816e-07 5.70568e-07 -0.0313467
2937 170 330 170 6.30971e-07 5.21183e-07 0.00146813
2938 937 512 937 9.15328e-07 5.94825e-07 -0.0164412
2939 529 625 529 9.85711e-07 6.37616e-07 0.00109889
2940 620 196 620 1.03544e-06 9.63275e-07 0.0536028
2941 979 554 979 8.33111e-07 6.13223e-07 0.10538
2942 504 926 504 8.56405e-07 6.80582e-07 -0.0144263
2943 788 6 788 7.03743e-07 6.75076e-07 0.0116313
2944 571 223 571 6.7954e-07 6.4029e-07 -0.000640693
2945 690 810 690 7.61243e-07 7.09601e-07 0.054751
2946 897 429 897 5.38154e-07 5.13101e-07 0
2947 7 479 7 8.29032e-07 7.26678e-07 -0.0211212
2948 310 759 310 8.1008e-07 7.26803e-07 -0.0177151
2949 960 600 960 7.00083e-07 6.1671e-07 -0.0758683
2950 786 499 786 7.93778e-07 6.77541e-07 0.0147963
2951 37 329 37 8.16686e-07 6.14941e-07 0.0390126
2952 13 488 13 8.70825e-07 6.3189e-07 0.0293096
2953 511 512 511 211836 211833 0.499982
2954 512 511 512 424972 424972 -0.499999
2955 512 512 512 424972 424972 -0.5
2956 512 512 512 424973 424972 -0.5
2957 512 511 512 424973 424973 -0.499999
2958 512 512 512 424972 424972 -0.5
2959 512 512 512 424972 424972 -0.5
2960 512 511 512 424973 424972 -0.499998
2961 512 519 512 213415 213414 -0.49905
2962 527 528 527 226316 220753 0.473579
2963 527 528 527 208594 202860 0.469374
2964 480 543 480 1683.9 1683.86 -0.0409049
2965 912 913 912 71225.9 57097.4 0.236278
2966 912 913 912 270107 268913 0.495305
2967 631 634 631 174642 174196 0.433882
2968 288 289 288 334675 332577 0.493759
2969 845 844 845 224695 223687 -0.493931
2970 752 753 752 181495 181372 0.497513
2971 509 508 509 188605 187432 -0.483692
2972 308 309 308 316512 315169 0.495764
2973 509 508 509 191287 187764 -0.454808
2974 422 423 422 233116 232193 0.494971
2975 736 737 736 176738 176295 0.48729
2976 396 397 396 250309 246686 0.483596
2977 75 76 75 363141 363116 0.49993
2978 875 874 875 244683 241083 -0.482836
2979 989 990 989 332669 332288 0.498856
2980 251 252 251 363523 363207 0.499115
2981 643 640 643 174279 173750 -0.438082
2982 144 145 145 363172 363172 0.499999
2983 673 676 673 171069 169449 0.457556
2984 470 471 470 205983 204794 0.490002
2985 926 927 926 281859 278104 0.486347
2986 56 57 56 363965 363315 0.498181
2987 984 985 984 328243 327161 0.496711
2988 785 784 785 195614 191568 -0.457513
2989 745 744 745 178949 178940 -0.499785
2990 260 259 260 424977 424967 -0.499973
2991 260 259 260 360251 359787 -0.498679
2992 255 256 255 363656 362087 0.49562
2993 511 512 511 187475 186432 0.484716
2994 767 768 767 187196 186630 0.491508
2995 448 447 448 217698 215897 -0.48799
2996 352 351 352 281603 280168 -0.494734
2997 272 271 272 348649 348643 -0.499981
2998 927 537 927 7.8451e-07 7.74182e-07 0.0521456
2999 409 1015 409 7.41794e-07 5.98371e-07 0.00322471
3000 121 3 121 8.67767e-07 8.13551e-07 0.076599
3001 94 761 94 8.13256e-07 7.3622e-07 -0.0188903
3002 1015 558 1015 9.9279e-07 6.58915e-07 0.0166649
3003 979 467 979 5.90325e-07 5.5833e-07 0
3004 669 959 669 8.70046e-07 7.87802e-07 -0.0367063
3005 374 388 374 8.11903e-07 7.68517e-07 0.107685
3006 471 591 471 1.11319e-06 7.07782e-07 0.0089152
3007 509 225 509 6.57442e-07 6.33423e-07 0.0502476
3008 789 660 789 4.8665e-07 4.83496e-07 0
3009 925 437 925 6.88348e-07 5.94153e-07 0.00857716
3010 349 1000 349 1.08147e-06 6.82274e-07 -0.0374519
3011 99 667 99 6.53189e-07 6.02983e-07 0
3012 282 577 282 7.23241e-07 6.91467e-07 0.0867985
3013 685 553 685 6.58381e-07 6.48741e-07 0.00654474
3014 6 245 6 7.48247e-07 7.03375e-07 -0.0203123
3015 198 934 198 7.07679e-07 6.90789e-07 -0.0455932
3016 11 465 11 6.18603e-07 5.93526e-07 0.0481273
3017 255 256 255 61775.7 61775.3 0.499982
3018 256 255 256 424978 424967 -0.499971
3019 256 255 256 424977 424967 -0.499971
3020 256 255 256 424978 424967 -0.499971
3021 256 255 256 424977 424966 -0.499971
3022 256 255 256 424978 424967 -0.499971
3023 256 255 256 424977 424967 -0.499973
3024 256 255 256 424977 424967 -0.499973
3025 256 255 256 362989 362976 -0.499963
3026 263 264 263 356069 355163 0.497418
3027 271 272 271 357532 342171 0.458389
3028 224 287 224 1683.93 1683.88 -0.0408958
3029 224 287 224 1683.89 1683.89 -0.0408964
3030 656 657 656 425096 424713 0.498987
3031 377 376 377 424961 424157 -0.497878
3032 33 32 33 426040 423776 -0.494055
3033 589 588 589 423832 423240 -0.49843
3034 497 496 497 424937 424904 -0.499912
3035 253 252 253 425372 424086 -0.496614
3036 53 52 53 425677 424191 -0.496086
3037 252 253 252 425334 424278 0.497219
3038 167 166 167 425250 424651 -0.498417
3039 480 481 480 424516 424316 0.499471
3040 141 140 141 425727 423678 -0.494616
3041 844 843 844 424830 422992 -0.495164
3042 618 619 618 424960 424419 0.498571
3043 734 733 734 425189 424631 -0.498528
3044 1020 1019 1020 425969 423964 -0.49473
3045 386 385 386 423785 422869 -0.497574
3046 913 912 913 425740 423294 -0.493583
3047 419 418 419 424164 423422 -0.498035
3048 215 214 215 425433 424210 -0.496778
3049 671 670 671 424616 423420 -0.496846
3050 825 824 825 425372 424409 -0.49746
3051 728 729 728 425165 424692 0.498749
3052 528 529 528 424771 424699 0.49981
3053 489 488 489 424978 424948 -0.499919
3054 4 3 4 426261 423662 -0.493183
3055 4 4 4 424972 424972 -0.5
3056 0 1023 0 424988 424957 -0.499917
3057 256 255 256 424058 422751 -0.49655
3058 512 511 512 424593 424589 -0.499989
3059 192 191 192 425558 423747 -0.49524
3060 96 95 96 425325 424587 -0.498053
3061 16 15 16 425288 424652 -0.49832
3062 623 736 623 1.00132 1.00126 -0.0312301
3063 908 765 908 9.05899e-07 6.15474e-07 0.00339497
3064 818 383 818 7.39091e-07 7.13252e-07 -0.0154405
3065 687 70 687 9.18102e-07 6.48613e-07 0.0378126
3066 884 744 884 7.79174e-07 7.46294e-07 0.0276626
3067 313 677 313 7.0052e-07 6.53526e-07 0.000528048
3068 881 622 881 8.23688e-07 6.76374e-07 0.0194493
3069 182 693 182 7.22537e-07 6.49947e-07 -0.00440025
3070 695 535 695 8.44595e-07 5.95862e-07 0.061014
3071 230 701 230 6.83433e-07 6.23575e-07 -0.00301984
3072 536 242 536 6.91824e-07 6.73287e-07 0.0662576
3073 135 71 135 6.78405e-07 6.32866e-07 -0.00881086
3074 772 695 772 7.23602e-07 7.01065e-07 0.0197238
3075 786 764 786 5.19796e-07 5.06653e-07 0
3076 987 579 987 8.58202e-07 6.42308e-07 0.0160194
3077 66 666 66 8.12531e-07 7.64871e-07 -0.0300749
3078 1018 339 1018 7.21152e-07 7.12482e-07 -0.00724362
3079 639 535 639 6.2645e-07 5.97846e-07 0.0245418
3080 877 615 877 7.24972e-07 5.56912e-07 -0.0207426
3081 731 17 731 7.90619e-07 7.19486e-07 0.0229224
3082 0 1023 1023 424971 424971 -0.5
3083 0 1023 0 424972 424972 -0.499999
3084 0 1023 0 424972 424972 -0.499999
3085 0 1023 0 424972 424972 -0.499999
3086 0 1023 0 424972 424972 -0.499999
3087 1023 0 0 424973 424972 0.499998
3088 1023 0 0 424972 424972 0.499999
3089 1023 0 0 424972 424972 0.499999
3090 8 7 8 424949 424883 -0.499825
3091 15 16 15 425003 424942 0.499838
3092 992 31 992 1687.78 1679.99 -0.0409305
3093 992 31 992 1683.9 1683.85 -0.0408954
3094 402 399 402 176095 173219 -0.415309
3095 121 120 121 262778 261628 -0.495248
3096 801 800 801 363013 361084 -0.494614
3097 331 334 331 166066 165466 0.491279
3098 240 241 240 193450 192013 0.483452
3099 1021 1020 1021 362690 361187 -0.495797
3100 821 820 821 365216 359312 -0.483788
3101 1020 1021 1020 365558 360540 0.486188
3102 935 934 935 360344 359925 -0.49882
3103 224 225 224 200556 200256 0.497119
3104 909 908 909 363000 361087 -0.494659
3105 588 587 588 221941 221932 -0.499945
3106 361 364 361 173394 173310 0.437218
3107 478 477 478 174488 172763 -0.446901
3108 764 763 764 358872 357694 -0.496677
3109 129 130 129 255811 255749 0.49973
